bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,state,source
1.0,1.0,1,1,1475,650,CA,RentLingo
1.0,1.0,1,0,1463,650,CO,RentDigs.com
1.0,0.0,1,1,1456,650,MD,RealRentals
2.0,3.0,1,0,1448,650,TX,RentDigs.com
1.0,1.0,1,1,1429,650,WA,RentLingo
1.0,1.0,1,1,1425,650,NJ,RentLingo
1.0,1.0,0,1,1421,650,WA,RentDigs.com
1.0,1.0,1,0,1421,650,WA,RentDigs.com
1.0,1.0,1,0,1421,650,WA,RentDigs.com
1.0,1.0,1,0,1421,650,WA,RentDigs.com
1.0,1.0,1,0,1391,650,WA,RentDigs.com
1.0,1.0,1,0,1375,650,MN,RentLingo
1.0,1.0,1,1,1325,650,MN,RentLingo
1.0,1.0,1,1,1299,650,NC,RentDigs.com
1.0,1.0,1,1,1250,650,MA,RentLingo
1.0,2.0,1,1,1246,650,VA,RentLingo
1.0,1.0,1,1,1229,650,OR,RentLingo
1.0,1.0,1,1,1229,650,OR,RentLingo
1.0,1.0,1,0,1195,650,TX,RentLingo
1.0,1.0,1,0,1194,650,TX,RentLingo
1.0,1.0,1,1,1185,650,TX,RentLingo
1.0,1.0,1,0,1175,650,TX,RentLingo
1.0,1.0,1,1,1169,650,MN,RentLingo
1.0,1.0,1,1,1150,650,FL,RentLingo
1.0,1.0,1,1,1150,650,NV,RentLingo
1.0,1.0,1,0,1140,650,TX,RentLingo
1.0,1.0,1,0,1138,650,TX,RentLingo
1.0,1.0,1,0,1129,650,MN,RentLingo
1.0,4.0,1,1,1100,650,MI,RentLingo
1.0,1.0,1,1,1100,650,AZ,RentLingo
1.0,1.0,1,1,1100,650,UT,RentLingo
1.0,1.0,1,1,1095,650,TX,RentLingo
1.0,1.0,1,1,1091,650,TX,RentLingo
1.0,1.0,1,0,1075,650,NJ,RentDigs.com
1.0,1.0,1,0,1064,650,GA,RentDigs.com
1.0,1.0,1,0,1060,650,TX,RentLingo
1.0,2.0,1,1,1055,650,OH,RentLingo
1.0,3.0,1,1,1039,650,GA,RentLingo
1.0,1.0,1,1,1035,650,OR,RentLingo
1.0,1.0,1,1,1015,650,MN,RentLingo
1.0,1.0,1,1,1009,650,MN,RentLingo
1.0,1.0,1,0,999,650,GA,RentDigs.com
1.0,1.0,1,1,995,650,MO,RentLingo
1.0,1.0,1,0,995,650,MA,RentDigs.com
1.0,1.0,1,1,990,650,TX,RentLingo
1.0,1.0,1,0,985,650,TX,RentLingo
1.0,1.0,1,0,980,650,TX,RentLingo
1.0,1.0,1,1,975,650,TX,RentLingo
1.0,1.0,1,1,975,650,AZ,RentLingo
1.0,1.0,1,1,975,650,AZ,RentLingo
1.0,1.0,1,1,975,650,TX,RentLingo
1.0,1.0,1,1,970,650,ID,RentLingo
1.0,1.0,1,0,960,650,FL,RentLingo
1.0,2.0,1,1,950,650,MO,RentLingo
1.0,1.0,1,0,950,650,TX,RentLingo
1.0,1.0,1,1,950,650,WI,RentLingo
1.0,1.0,1,1,925,650,WI,RentLingo
1.0,1.0,1,1,925,650,NJ,RentDigs.com
1.0,1.0,1,1,920,650,WI,RentLingo
1.0,1.0,1,1,906,650,TX,RentLingo
1.0,1.0,1,0,905,650,TX,RentDigs.com
1.0,1.0,1,1,900,650,NC,RentLingo
1.0,1.0,1,1,900,650,NV,RentLingo
1.0,1.0,1,0,899,650,TX,RentLingo
1.0,1.0,1,1,895,650,NJ,RentDigs.com
1.0,2.0,1,0,890,650,IN,RentLingo
1.0,1.0,1,1,890,650,AK,RentLingo
1.0,1.0,1,0,880,650,TX,RentLingo
1.0,1.0,1,0,870,650,TX,RentLingo
1.0,1.0,1,1,850,650,OH,RentLingo
1.0,1.0,1,0,850,650,NE,RentLingo
1.0,1.0,1,1,850,650,GA,RentLingo
1.0,1.0,1,1,850,650,OH,RentLingo
1.0,1.0,1,1,850,650,OH,RentLingo
1.0,1.0,1,1,849,650,NE,RentLingo
1.0,1.0,1,0,835,650,UT,RentLingo
1.0,0.0,1,1,835,650,IL,RentLingo
1.0,1.0,1,1,830,650,TX,RentLingo
1.0,1.0,1,1,825,650,UT,RentLingo
1.0,1.0,1,1,820,650,NC,RentDigs.com
1.0,1.0,1,0,800,650,VA,RentLingo
1.0,2.0,1,1,795,650,KS,RentLingo
1.0,1.0,1,0,795,650,IL,RentLingo
1.0,1.0,1,0,795,650,NC,RentLingo
1.0,1.0,1,0,785,650,PA,RentDigs.com
1.0,1.0,1,0,705,650,OH,RentDigs.com
1.0,1.0,1,1,690,650,TX,RentLingo
1.0,1.0,1,0,675,650,MI,RentLingo
1.0,1.0,1,0,675,650,IA,RentLingo
1.0,1.0,1,0,675,650,TX,RentDigs.com
1.0,1.0,1,1,650,650,IN,RentLingo
1.0,1.0,1,0,650,650,WA,RentLingo
1.0,1.0,1,1,645,650,NE,RentLingo
1.0,1.0,1,0,640,650,IA,ListedBuy
1.0,1.0,1,1,635,650,KS,RentLingo
1.0,1.0,1,1,630,650,OH,RentDigs.com
1.0,1.0,1,0,627,650,OH,RentDigs.com
1.0,1.0,1,1,625,650,NE,RentLingo
1.0,1.0,1,1,625,650,MO,RentLingo
1.0,1.0,1,1,620,650,IN,RentLingo
1.0,1.0,0,1,620,650,OH,RentDigs.com
1.0,1.0,1,1,615,650,KY,RentLingo
1.0,1.0,1,1,585,650,OK,RentLingo
1.0,1.0,1,1,579,650,IA,RentLingo
1.0,1.0,1,1,550,650,SD,RentLingo
1.0,1.0,1,0,535,650,MI,RentLingo
1.0,1.0,1,1,1912,651,TX,RentLingo
1.0,1.0,1,1,1795,651,CA,RentLingo
1.0,1.0,1,1,1410,651,VA,RentLingo
1.0,1.0,1,1,1295,651,WA,RentDigs.com
1.0,1.0,1,0,1293,651,TX,RentLingo
1.0,1.0,1,1,1125,651,IN,RentLingo
1.0,1.0,1,1,1120,651,GA,RentDigs.com
1.0,1.0,1,1,1043,651,TX,RentLingo
1.0,1.0,1,1,1034,651,GA,RentLingo
1.0,1.0,1,1,1033,651,TX,RentLingo
1.0,1.0,1,0,790,651,CO,RentDigs.com
1.0,1.0,1,1,787,651,WI,RentLingo
1.0,1.0,1,1,714,651,TX,RentLingo
1.0,2.0,0,0,709,651,OH,RentDigs.com
1.0,2.0,1,1,2318,652,CA,RentLingo
1.0,1.0,1,0,1780,652,TN,RentLingo
1.0,1.0,1,1,1332,652,CO,RentLingo
1.0,1.0,1,1,1245,652,WI,RentLingo
1.0,1.0,1,0,1231,652,TX,RentLingo
1.0,1.0,1,0,1212,652,TX,RentLingo
1.0,1.0,1,1,1185,652,WI,RentLingo
1.0,1.0,1,0,1103,652,TX,RentLingo
1.0,1.0,1,0,983,652,TX,RentLingo
1.0,1.0,1,1,975,652,KS,RentLingo
1.0,1.0,1,0,878,652,TX,RentLingo
1.0,1.0,1,1,809,652,TX,RentLingo
1.0,1.0,1,1,809,652,TX,RentDigs.com
1.0,1.0,1,1,774,652,TX,RentDigs.com
1.0,1.0,1,1,679,652,TX,RentDigs.com
1.0,1.0,1,1,660,652,TX,RentDigs.com
1.0,1.0,1,0,630,652,IL,RentLingo
1.0,1.0,1,1,590,652,MO,RentLingo
1.0,1.0,1,1,1403,653,GA,RentLingo
1.0,1.0,1,0,1240,653,TX,RentLingo
1.0,1.0,0,1,1215,653,OK,RentDigs.com
1.0,1.0,1,0,979,653,TX,RentLingo
1.0,1.0,1,0,975,653,TX,RentLingo
1.0,1.0,1,1,809,653,TX,RentLingo
1.0,1.0,1,0,1665,654,MD,RentDigs.com
1.0,1.0,1,0,1125,654,TX,RentLingo
1.0,2.0,1,1,1050,654,PA,RentDigs.com
1.0,1.0,1,0,1025,654,TX,RentLingo
1.0,1.0,1,0,1025,654,TX,RentLingo
1.0,1.0,1,1,1025,654,TX,RentLingo
1.0,1.0,1,1,985,654,TX,RentLingo
1.0,1.0,1,0,900,654,TX,RentLingo
1.0,1.0,1,1,865,654,MO,RentLingo
1.0,1.0,1,1,849,654,AZ,RentLingo
1.0,1.0,1,1,585,654,AR,RentLingo
1.0,1.0,1,1,1700,655,GA,RentLingo
1.0,1.0,1,0,1130,655,TX,RentLingo
1.0,1.0,1,1,1089,655,GA,RentLingo
1.0,3.0,1,0,1050,655,PA,RentDigs.com
1.0,0.0,1,1,1000,655,CA,RentDigs.com
1.0,1.0,1,1,955,655,TX,RentLingo
1.0,1.0,1,1,875,655,NE,RentLingo
1.0,2.0,1,0,700,655,PA,RentDigs.com
1.0,1.0,1,1,625,655,SC,RentLingo
1.0,1.0,1,0,1814,656,MD,RentDigs.com
1.0,1.0,1,0,1120,656,TX,RentLingo
1.0,1.0,1,1,884,656,TX,RentDigs.com
1.0,1.0,1,1,815,656,NM,RentLingo
1.0,1.0,1,1,646,656,ID,RentLingo
1.0,1.0,1,1,425,656,TN,RentLingo
1.0,1.0,1,0,2125,657,TX,RentLingo
1.0,1.0,1,1,1525,657,TX,RentLingo
1.0,1.0,1,1,1299,657,WI,RentLingo
1.0,1.0,1,1,1188,657,NC,RentDigs.com
1.0,1.0,1,0,1090,657,TX,RentLingo
1.0,1.0,1,0,1068,657,NC,RentLingo
1.0,1.0,1,0,1030,657,TX,RentLingo
1.0,1.0,1,0,965,657,TX,RentLingo
1.0,1.0,1,0,862,657,GA,RentDigs.com
1.0,1.0,1,0,2202,658,TN,RentLingo
1.0,1.0,1,0,1695,658,WA,RentLingo
1.0,1.0,1,0,1653,658,TX,RentLingo
1.0,3.0,1,1,1575,658,NH,RentLingo
1.0,1.0,1,0,1125,658,TX,RentLingo
1.0,1.0,1,0,1081,658,TX,RentDigs.com
1.0,1.0,1,1,889,658,MI,RentLingo
1.0,1.0,1,0,1920,659,MA,RentDigs.com
1.0,1.0,1,0,1770,659,MA,RentDigs.com
1.0,1.0,1,1,1720,659,MA,RentDigs.com
1.0,1.0,1,0,1515,659,NJ,RentDigs.com
1.0,1.0,1,1,1495,659,CT,RentLingo
1.0,1.0,1,0,1475,659,NJ,RentDigs.com
1.0,1.0,1,0,1395,659,CA,RentDigs.com
1.0,1.0,1,1,1291,659,TX,RentLingo
1.0,1.0,1,1,1265,659,NC,RentDigs.com
1.0,1.0,1,0,1010,659,TX,RentLingo
1.0,1.0,1,1,1010,659,MD,RentDigs.com
1.0,1.0,1,1,695,659,TX,RentLingo
1.0,1.0,1,1,555,659,TX,RentLingo
1.0,1.0,1,1,2250,660,DC,RealRentals
1.0,1.0,1,1,1905,660,TX,RentLingo
1.0,1.0,1,0,1560,660,TX,RentLingo
1.0,2.0,1,0,1530,660,TX,RentLingo
1.0,1.0,1,0,1510,660,CA,RentLingo
1.0,2.0,1,1,1500,660,MN,RentLingo
1.0,1.0,1,0,1470,660,CA,RentLingo
1.0,1.0,1,0,1450,660,CA,RentLingo
1.0,1.0,1,1,1450,660,MN,RentLingo
1.0,1.0,1,1,1395,660,CO,RentLingo
1.0,1.0,1,1,1345,660,CO,RentLingo
1.0,1.0,1,1,1309,660,TX,RentLingo
1.0,1.0,1,1,1300,660,FL,RentLingo
1.0,1.0,1,1,1299,660,CO,RentLingo
1.0,2.0,1,0,1180,660,IL,RentLingo
1.0,1.0,1,0,1165,660,TX,RentLingo
1.0,1.0,1,1,1150,660,TX,RentLingo
1.0,1.0,1,0,1067,660,FL,RentDigs.com
1.0,1.0,1,0,1035,660,TX,RentLingo
1.0,1.0,1,1,999,660,MN,RentLingo
1.0,1.0,1,0,982,660,TX,RentLingo
1.0,2.0,1,1,955,660,KS,RentLingo
1.0,1.0,1,1,950,660,OH,RentLingo
1.0,1.0,1,1,905,660,TX,RentLingo
1.0,2.0,1,1,900,660,MD,RentLingo
1.0,1.0,1,0,900,660,TX,RentLingo
1.0,1.0,1,1,895,660,ND,RentLingo
1.0,1.0,1,1,890,660,TX,RentLingo
1.0,1.0,1,1,885,660,TX,RentLingo
1.0,1.0,1,1,855,660,IA,RentLingo
1.0,1.0,1,1,849,660,TX,RentLingo
1.0,1.0,1,1,806,660,NE,RentLingo
1.0,1.0,1,1,793,660,IN,RentLingo
1.0,1.0,1,1,780,660,SD,RentLingo
1.0,1.0,1,0,760,660,SD,RentLingo
1.0,1.0,1,0,745,660,NC,RentDigs.com
1.0,1.0,1,0,740,660,SD,RentLingo
1.0,1.0,1,1,730,660,WI,RentLingo
1.0,1.0,1,1,678,660,TX,RentLingo
1.0,1.0,1,1,650,660,AR,RentLingo
1.0,1.0,1,0,650,660,TX,RentDigs.com
1.0,1.0,1,0,629,660,OH,GoSection8
1.0,1.0,1,1,615,660,TN,RentLingo
1.0,1.0,1,1,600,660,TX,RentLingo
1.0,1.0,1,0,575,660,LA,RentLingo
1.0,2.0,1,0,1583,661,WA,RentDigs.com
1.0,1.0,1,1,1332,661,WA,RentLingo
1.0,2.0,1,1,1320,661,WI,RentLingo
1.0,1.0,1,1,1048,661,TX,RentLingo
1.0,1.0,1,1,1037,661,TX,RentLingo
1.0,1.0,1,1,930,661,TX,RentLingo
1.0,1.0,1,1,862,661,TX,RentDigs.com
1.0,1.0,1,1,655,661,MO,RentLingo
1.0,1.0,1,1,2750,662,CA,RentDigs.com
1.0,1.0,1,0,981,662,TX,RentLingo
1.0,1.0,1,0,855,662,TX,RentLingo
1.0,1.0,1,1,845,662,OK,RentLingo
1.0,1.0,1,1,835,662,PA,RentDigs.com
1.0,1.0,1,1,816,662,LA,RentLingo
1.0,1.0,1,1,1590,663,TX,RentLingo
1.0,1.0,1,0,1528,663,WA,RentDigs.com
1.0,1.0,1,1,1475,663,NJ,RentLingo
1.0,2.0,1,1,1355,663,VA,RentLingo
1.0,1.0,1,1,1290,663,TX,RentLingo
1.0,2.0,1,1,1156,663,TX,RentLingo
1.0,1.0,1,0,1117,663,NC,RentDigs.com
1.0,1.0,1,1,1045,663,WA,RentLingo
1.0,1.0,1,1,896,663,TX,RentLingo
1.0,1.0,1,0,877,663,TX,RentDigs.com
1.0,1.0,1,1,754,663,IN,RentLingo
1.0,1.0,0,0,2000,664,CA,RentDigs.com
1.0,3.0,1,0,1585,664,PA,RentLingo
1.0,2.0,1,1,1385,664,WI,RentLingo
1.0,1.0,1,0,1275,664,TX,RentLingo
1.0,1.0,1,1,1180,664,IN,RentLingo
1.0,1.0,1,0,1079,664,TX,RentLingo
1.0,1.0,1,1,1056,664,MD,RentDigs.com
1.0,1.0,1,1,1056,664,MD,RentDigs.com
1.0,1.0,1,0,950,664,TX,RentLingo
1.0,1.0,1,0,927,664,TX,RentDigs.com
1.0,1.0,1,1,895,664,AZ,RentLingo
1.0,1.0,1,1,817,664,TX,RentDigs.com
1.0,1.0,1,1,775,664,TX,RentLingo
1.0,1.0,1,1,671,664,IN,RentLingo
1.0,1.0,1,0,475,664,GA,ListedBuy
1.0,1.0,1,1,2016,665,CA,RentLingo
1.0,1.0,1,0,1935,665,CA,RentDigs.com
1.0,1.0,1,0,1865,665,CA,RentDigs.com
1.0,1.0,0,0,1588,665,WA,RentDigs.com
1.0,1.0,1,0,1115,665,TX,RentLingo
1.0,1.0,1,0,1090,665,TX,RentLingo
1.0,1.0,1,0,985,665,TX,RentLingo
1.0,1.0,1,1,965,665,NC,RentDigs.com
1.0,1.0,1,1,869,665,TX,RentLingo
1.0,1.0,1,1,849,665,TX,RentLingo
1.0,1.0,1,1,811,665,KY,RentLingo
1.0,1.0,1,0,790,665,IA,RentLingo
1.0,1.0,1,1,751,665,OK,RentLingo
1.0,1.0,1,0,699,665,IL,RentLingo
1.0,1.0,1,1,625,665,SC,RentLingo
1.0,1.0,1,1,605,665,WI,RentLingo
1.0,1.0,1,0,600,665,IL,RentLingo
1.0,1.0,1,0,1998,666,TX,RentLingo
1.0,1.0,0,1,984,666,TX,RentDigs.com
1.0,1.0,0,0,883,666,TX,RentDigs.com
1.0,1.0,1,1,575,666,TX,RentLingo
1.0,1.0,1,1,2165,667,CA,RentDigs.com
1.0,1.0,1,1,1629,667,IL,RentLingo
1.0,1.0,1,0,1425,667,WA,RentDigs.com
1.0,1.0,1,0,1295,667,IL,RentLingo
1.0,1.0,1,1,1170,667,TX,RentLingo
1.0,1.0,1,1,1049,667,FL,RentLingo
1.0,1.0,1,1,919,667,GA,RentLingo
1.0,1.0,1,0,915,667,NV,RentDigs.com
1.0,1.0,1,1,895,667,NV,RentLingo
1.0,1.0,1,0,835,667,TX,RentLingo
1.0,2.0,1,0,2624,668,MA,RentDigs.com
1.0,1.0,1,0,2300,668,CA,RentLingo
1.0,1.0,1,0,1415,668,TX,RentLingo
1.0,1.0,1,1,1285,668,TX,RentLingo
1.0,1.0,1,1,1260,668,WA,RentLingo
1.0,1.0,1,1,1260,668,TX,RentLingo
1.0,1.0,1,0,1125,668,TX,RentLingo
1.0,1.0,1,0,1125,668,VA,RentDigs.com
1.0,1.0,1,1,1069,668,NC,RentLingo
1.0,1.0,1,0,999,668,IN,RentLingo
1.0,1.0,1,1,969,668,TX,RentLingo
1.0,1.0,1,0,925,668,TX,RentLingo
1.0,1.0,1,1,695,668,TX,RentLingo
1.0,1.0,1,1,640,668,MS,RentLingo
1.0,1.0,1,1,615,668,OH,RentDigs.com
1.0,1.0,1,1,1295,669,MN,RentLingo
1.0,1.0,1,1,1260,669,WA,RentLingo
1.0,1.0,1,1,1230,669,UT,RentLingo
1.0,1.0,1,1,1100,669,MO,RentLingo
1.0,2.0,1,1,1026,669,NC,RentLingo
1.0,1.0,1,1,875,669,NE,RentLingo
1.0,1.0,1,1,2280,670,MA,RentDigs.com
1.0,1.0,1,1,2250,670,WA,RentLingo
1.0,2.0,1,1,2140,670,CA,RentLingo
1.0,1.0,1,0,1650,670,NJ,RentDigs.com
1.0,1.0,1,0,1500,670,CO,RentDigs.com
1.0,1.0,1,1,1210,670,NH,RentDigs.com
1.0,1.0,1,1,1200,670,CO,RentLingo
1.0,1.0,1,1,1135,670,TX,RentLingo
1.0,1.0,1,1,1100,670,IA,RentLingo
1.0,1.0,1,0,1095,670,TX,RentLingo
1.0,1.0,1,0,1095,670,TX,RentLingo
1.0,1.0,1,1,1089,670,TX,RentLingo
1.0,1.0,1,1,1000,670,MO,RentLingo
1.0,1.0,1,1,925,670,NE,RentLingo
1.0,1.0,1,0,890,670,NC,RentLingo
1.0,1.0,1,0,870,670,NC,RentDigs.com
1.0,1.0,1,0,830,670,TX,RentLingo
1.0,1.0,1,1,829,670,TX,RentLingo
1.0,1.0,1,1,775,670,MO,RentLingo
1.0,1.0,1,1,685,670,TX,RentLingo
1.0,1.0,1,1,615,670,NE,RentLingo
1.0,1.0,1,0,560,670,OK,RentLingo
1.0,1.0,1,0,400,670,LA,RentLingo
1.0,1.0,1,0,2182,671,DC,RealRentals
1.0,1.0,1,1,2017,671,TX,RentLingo
1.0,2.0,1,1,1778,671,OR,RentLingo
1.0,1.0,1,1,1606,671,VA,RentLingo
1.0,1.0,1,1,1436,671,VA,RentDigs.com
1.0,1.0,1,0,1330,671,NJ,RentDigs.com
1.0,1.0,1,0,899,671,TX,RentLingo
1.0,1.0,1,0,899,671,TX,RentLingo
1.0,1.0,0,0,769,671,OH,RentDigs.com
1.0,1.0,1,1,2490,672,CA,RentDigs.com
1.0,1.0,1,1,2250,672,WA,RentLingo
1.0,1.0,1,1,1860,672,TX,RentLingo
1.0,2.0,1,0,1690,672,TX,RentLingo
1.0,1.0,1,0,1625,672,TX,RentLingo
1.0,1.0,1,1,1600,672,WA,RentLingo
1.0,1.0,1,1,1515,672,CA,RentLingo
1.0,1.0,1,1,1395,672,TX,RentLingo
1.0,2.0,1,1,1265,672,AZ,RentLingo
1.0,1.0,1,0,1140,672,TX,RentLingo
1.0,1.0,1,0,1135,672,TX,RentLingo
1.0,1.0,1,1,1098,672,TX,RentLingo
1.0,1.0,1,0,1055,672,TX,RentDigs.com
1.0,1.0,1,0,1045,672,TX,RentDigs.com
1.0,1.0,1,0,965,672,TX,RentLingo
1.0,1.0,1,1,940,672,NV,RentLingo
1.0,1.0,1,0,905,672,TX,RentDigs.com
1.0,1.0,1,1,850,672,TX,RentLingo
1.0,1.0,1,0,847,672,NC,RentDigs.com
1.0,1.0,1,1,635,672,VA,RentLingo
1.0,1.0,1,0,450,672,OH,RentLingo
1.0,1.0,1,0,428,672,MO,RentLingo
1.0,1.0,1,0,2798,673,CA,RentDigs.com
1.0,1.0,1,1,2600,673,CA,RentLingo
1.0,1.0,1,1,1579,673,MD,RentLingo
1.0,0.0,1,1,1546,673,VA,RealRentals
1.0,1.0,1,1,1534,673,WI,RentLingo
1.0,1.0,1,1,1370,673,MO,RentLingo
1.0,1.0,1,0,995,673,TX,RentLingo
1.0,1.0,1,0,985,673,TX,RentLingo
1.0,2.0,1,0,950,673,IL,RentLingo
1.0,1.0,1,0,862,673,OH,RentDigs.com
1.0,1.0,1,0,720,673,MN,RentLingo
1.0,1.0,1,1,700,673,LA,RentDigs.com
1.0,1.0,1,1,1655,674,FL,RentLingo
1.0,1.0,1,0,1618,674,WA,RentDigs.com
1.0,1.0,1,1,1451,674,TX,RentLingo
1.0,1.0,1,1,1300,674,UT,RentLingo
1.0,1.0,1,1,1175,674,CO,RentLingo
1.0,1.0,1,0,1025,674,TX,RentLingo
1.0,1.0,1,0,892,674,NC,RentDigs.com
1.0,1.0,1,0,875,674,TX,RentDigs.com
1.0,2.0,1,1,850,674,WA,RentLingo
1.0,1.0,0,1,791,674,TX,RentDigs.com
1.0,1.0,1,1,1895,675,CA,RentLingo
1.0,1.0,1,1,1880,675,FL,RentLingo
1.0,1.0,1,1,1875,675,WA,RentLingo
1.0,1.0,1,1,1780,675,WA,RentLingo
1.0,1.0,1,1,1780,675,WA,RentDigs.com
1.0,2.0,1,0,1745,675,PA,RentDigs.com
1.0,1.0,1,0,1715,675,CA,RentDigs.com
1.0,1.0,1,1,1555,675,CO,RentLingo
1.0,1.0,1,1,1516,675,WA,RentDigs.com
1.0,1.0,1,0,1506,675,WA,RentDigs.com
1.0,1.0,1,1,1470,675,IL,RentLingo
1.0,1.0,1,0,1440,675,NJ,RentDigs.com
1.0,1.0,1,0,1436,675,WA,RentDigs.com
1.0,1.0,1,1,1345,675,CA,RentLingo
1.0,2.0,1,0,1295,675,WA,ListedBuy
1.0,1.0,1,1,1275,675,MO,RentLingo
1.0,1.0,1,0,1275,675,NJ,RentDigs.com
1.0,1.0,1,1,1250,675,GA,RentLingo
1.0,1.0,1,1,1220,675,TX,RentLingo
1.0,1.0,1,0,1200,675,NJ,RentDigs.com
1.0,1.0,1,0,1190,675,NJ,RentDigs.com
1.0,1.0,0,0,1190,675,NJ,RentDigs.com
1.0,1.0,1,1,1150,675,MI,RentLingo
1.0,1.0,1,0,1150,675,NJ,RentDigs.com
1.0,1.0,1,0,1127,675,NC,RentDigs.com
1.0,2.0,1,0,1095,675,NJ,RentDigs.com
1.0,1.0,1,0,979,675,VA,RentDigs.com
1.0,1.0,1,1,962,675,WI,RentLingo
1.0,1.0,1,1,945,675,WI,RentLingo
1.0,1.0,1,1,932,675,TX,RentLingo
1.0,1.0,1,0,915,675,TX,RentLingo
1.0,2.0,1,0,875,675,CO,RentDigs.com
1.0,1.0,1,1,850,675,AK,RentLingo
1.0,1.0,1,1,840,675,IN,RentLingo
1.0,2.0,1,0,800,675,OH,RentLingo
1.0,1.0,1,1,794,675,AR,RentLingo
1.0,1.0,1,1,695,675,IA,RentLingo
1.0,2.0,1,1,695,675,IA,RentLingo
1.0,1.0,1,0,645,675,WI,RentLingo
1.0,2.0,1,1,640,675,IN,RentLingo
1.0,1.0,1,1,620,675,TX,RentLingo
1.0,2.0,1,1,595,675,ND,RentLingo
1.0,1.0,1,1,485,675,WI,RentLingo
1.0,1.0,1,1,1125,676,OH,RentLingo
1.0,1.0,1,0,960,676,TX,RentLingo
1.0,1.0,1,1,950,676,TX,RentLingo
1.0,1.0,1,1,870,676,IA,RentLingo
1.0,2.0,1,1,855,676,NE,RentLingo
1.0,1.0,1,1,785,676,SD,RentLingo
1.0,1.0,1,0,785,676,OH,RentDigs.com
1.0,1.0,1,0,725,676,OH,RentDigs.com
1.0,1.0,1,0,2033,677,TN,RentLingo
1.0,1.0,1,0,1677,677,WA,RentDigs.com
1.0,1.0,1,1,1391,677,TX,RentLingo
1.0,1.0,1,1,1315,677,RI,RentLingo
1.0,1.0,1,1,1215,677,WA,RentLingo
1.0,1.0,1,0,1027,677,TX,RentLingo
1.0,1.0,1,1,900,677,TX,RentLingo
1.0,1.0,1,1,800,677,NV,RentLingo
1.0,1.0,1,0,2200,678,MA,RentDigs.com
1.0,1.0,1,1,2089,678,CA,RentLingo
1.0,2.0,1,1,2075,678,IL,RentLingo
1.0,1.0,1,1,1789,678,TX,RentLingo
1.0,2.0,1,1,1750,678,OR,RentLingo
1.0,1.0,1,1,1665,678,TX,RentLingo
1.0,1.0,1,1,1468,678,NC,RentDigs.com
1.0,1.0,1,1,1400,678,MA,RentLingo
1.0,1.0,1,1,1372,678,TX,RentLingo
1.0,1.0,1,1,1109,678,TX,RentLingo
1.0,1.0,1,1,1104,678,TX,RentLingo
1.0,1.0,1,0,1035,678,TX,RentDigs.com
1.0,1.0,1,0,1000,678,TX,RentLingo
1.0,1.0,1,1,890,678,TX,RentDigs.com
1.0,2.0,1,0,860,678,IL,RentLingo
1.0,1.0,1,0,815,678,NC,RentDigs.com
1.0,1.0,1,1,717,678,OK,RentLingo
1.0,1.0,1,1,1675,679,MN,RentLingo
1.0,1.0,1,1,1600,679,WI,RentLingo
1.0,1.0,1,0,1265,679,TX,RentLingo
1.0,1.0,1,0,1245,679,CO,RentDigs.com
1.0,1.0,1,0,1225,679,CO,RentDigs.com
1.0,1.0,1,0,1095,679,CA,RentLingo
1.0,1.0,1,1,2349,680,CA,RentDigs.com
1.0,1.0,1,0,1835,680,CA,RentDigs.com
1.0,1.0,1,0,1795,680,WA,RentLingo
1.0,1.0,1,1,1424,680,VA,RentLingo
1.0,1.0,1,1,1325,680,WA,RentDigs.com
1.0,1.0,1,1,1310,680,WA,RentDigs.com
1.0,1.0,1,0,1227,680,WA,RentDigs.com
1.0,1.0,1,0,1186,680,WA,RentDigs.com
1.0,1.0,1,1,1179,680,CO,RentLingo
1.0,1.0,1,1,1080,680,GA,RentLingo
1.0,1.0,1,1,1075,680,GA,RentLingo
1.0,1.0,1,1,1059,680,TX,RentLingo
1.0,1.0,1,1,1050,680,NY,RentLingo
1.0,1.0,1,0,1045,680,TX,RentLingo
1.0,1.0,1,1,1035,680,AK,RentLingo
1.0,1.0,1,1,1025,680,VA,RentDigs.com
1.0,1.0,1,0,1025,680,VA,RentDigs.com
1.0,1.0,1,1,985,680,TX,RentLingo
1.0,2.0,1,1,975,680,AK,RentLingo
1.0,1.0,1,1,975,680,NV,RentLingo
1.0,1.0,1,1,951,680,TX,RentLingo
1.0,3.0,1,1,950,680,TN,RentLingo
1.0,1.0,1,0,930,680,TX,RentLingo
1.0,1.0,1,0,913,680,TX,RentLingo
1.0,1.0,1,1,900,680,NV,RentLingo
1.0,1.0,1,1,890,680,TX,RentLingo
1.0,1.0,1,1,830,680,MS,RentLingo
1.0,2.0,1,1,800,680,OH,RentDigs.com
1.0,1.0,1,0,795,680,OR,ListedBuy
1.0,1.0,1,0,785,680,NC,RentLingo
1.0,0.0,1,0,750,680,CT,RentDigs.com
1.0,1.0,1,1,720,680,FL,RentLingo
1.0,1.0,1,1,700,680,IN,RentLingo
1.0,1.0,1,1,680,680,IN,RentLingo
1.0,1.0,1,1,653,680,MI,RentLingo
1.0,1.0,1,1,650,680,IN,RentLingo
1.0,1.0,1,1,605,680,MO,RentLingo
1.0,1.0,1,1,575,680,TN,RentLingo
1.0,1.0,1,1,550,680,MO,RentLingo
1.0,1.0,1,1,1440,681,WA,RentLingo
1.0,1.0,1,0,1240,681,MD,RentDigs.com
